FrameID,Uncompressed,Compressed_Mbytes,Compressed_Mbits_q=32
1916,5.93,0.66,5.28
1917,5.93,0.66,5.28
1918,5.93,0.66,5.28
1919,5.93,0.65,5.2
1920,5.93,0.65,5.2
1921,5.93,0.64,5.12
1922,5.93,0.64,5.12
1923,5.93,0.63,5.04
1924,5.93,0.63,5.04
1925,5.93,0.63,5.04
1926,5.93,0.63,5.04
1927,5.93,0.63,5.04
1928,5.93,0.63,5.04
1929,5.93,0.63,5.04
1930,5.93,0.63,5.04
1931,5.93,0.63,5.04
1932,5.93,0.63,5.04
1933,5.93,0.63,5.04
1934,5.93,0.63,5.04
1935,5.93,0.63,5.04
1936,5.93,0.63,5.04
1937,5.93,0.63,5.04
1938,5.93,0.63,5.04
1939,5.93,0.63,5.04
1940,5.93,0.63,5.04
1941,5.93,0.63,5.04
1942,5.93,0.63,5.04
1943,5.93,0.63,5.04
1944,5.93,0.63,5.04
1945,5.93,0.63,5.04
1946,5.93,0.63,5.04
1947,5.93,0.63,5.04
1948,5.93,0.63,5.04
1949,5.93,0.64,5.12
1950,5.93,0.64,5.12
1951,5.93,0.64,5.12
1952,5.93,0.64,5.12
1953,5.93,0.64,5.12
1954,5.93,0.64,5.12
1955,5.93,0.64,5.12
1956,5.93,0.64,5.12
1957,5.93,0.64,5.12
1958,5.93,0.64,5.12
1959,5.93,0.64,5.12
1960,5.93,0.64,5.12
1961,5.93,0.64,5.12
1962,5.93,0.64,5.12
1963,5.93,0.64,5.12
1964,5.93,0.64,5.12
1965,5.93,0.64,5.12
1966,5.93,0.64,5.12
1967,5.93,0.64,5.12
1968,5.93,0.64,5.12
1969,5.93,0.64,5.12
1970,5.93,0.63,5.04
1971,5.93,0.63,5.04
1972,5.93,0.63,5.04
1973,5.93,0.63,5.04
1974,5.93,0.62,4.96
1975,5.93,0.62,4.96
1976,5.93,0.62,4.96
1977,5.93,0.62,4.96
1978,5.93,0.62,4.96
1979,5.93,0.62,4.96
1980,5.93,0.62,4.96
1981,5.93,0.62,4.96
1982,5.93,0.62,4.96
1983,5.93,0.61,4.88
1984,5.93,0.61,4.88
1985,5.93,0.61,4.88
1986,5.93,0.61,4.88
1987,5.93,0.61,4.88
1988,5.93,0.61,4.88
1989,5.93,0.61,4.88
1990,5.93,0.61,4.88
1991,5.93,0.61,4.88
1992,5.93,0.61,4.88
1993,5.93,0.62,4.96
1994,5.93,0.62,4.96
1995,5.93,0.62,4.96
1996,5.93,0.62,4.96
1997,5.93,0.62,4.96
1998,5.93,0.62,4.96
1999,5.93,0.62,4.96
2000,5.93,0.62,4.96
2001,5.93,0.62,4.96
2002,5.93,0.62,4.96
2003,5.93,0.62,4.96
2004,5.93,0.62,4.96
2005,5.93,0.62,4.96
2006,5.93,0.62,4.96
2007,5.93,0.62,4.96
2008,5.93,0.62,4.96
2009,5.93,0.62,4.96
2010,5.93,0.62,4.96
2011,5.93,0.63,5.04
2012,5.93,0.63,5.04
2013,5.93,0.62,4.96
2014,5.93,0.62,4.96
2015,5.93,0.62,4.96
2016,5.93,0.63,5.04
2017,5.93,0.63,5.04
2018,5.93,0.63,5.04
2019,5.93,0.63,5.04
2020,5.93,0.63,5.04
2021,5.93,0.63,5.04
2022,5.93,0.63,5.04
2023,5.93,0.63,5.04
2024,5.93,0.63,5.04
2025,5.93,0.63,5.04
2026,5.93,0.63,5.04
2027,5.93,0.63,5.04
2028,5.93,0.63,5.04
2029,5.93,0.63,5.04
2030,5.93,0.63,5.04
2031,5.93,0.63,5.04
2032,5.93,0.63,5.04
2033,5.93,0.64,5.12
2034,5.93,0.64,5.12
2035,5.93,0.64,5.12
2036,5.93,0.64,5.12
2037,5.93,0.64,5.12
2038,5.93,0.64,5.12
2039,5.93,0.64,5.12
2040,5.93,0.64,5.12
2041,5.93,0.64,5.12
2042,5.93,0.64,5.12
2043,5.93,0.64,5.12
2044,5.93,0.64,5.12
2045,5.93,0.64,5.12
2046,5.93,0.64,5.12
2047,5.93,0.64,5.12
2048,5.93,0.64,5.12
2049,5.93,0.64,5.12
2050,5.93,0.64,5.12
2051,5.93,0.63,5.04
2052,5.93,0.63,5.04
2053,5.93,0.63,5.04
2054,5.93,0.63,5.04
2055,5.93,0.63,5.04
2056,5.93,0.63,5.04
2057,5.93,0.63,5.04
2058,5.93,0.63,5.04
2059,5.93,0.63,5.04
2060,5.93,0.63,5.04
2061,5.93,0.63,5.04
2062,5.93,0.63,5.04
2063,5.93,0.63,5.04
2064,5.93,0.63,5.04
2065,5.93,0.63,5.04
2066,5.93,0.63,5.04
2067,5.93,0.63,5.04
2068,5.93,0.63,5.04
2069,5.93,0.63,5.04
2070,5.93,0.63,5.04
2071,5.93,0.63,5.04
2072,5.93,0.63,5.04
2073,5.93,0.63,5.04
2074,5.93,0.62,4.96
2075,5.93,0.62,4.96
2076,5.93,0.62,4.96
2077,5.93,0.62,4.96
2078,5.93,0.62,4.96
2079,5.93,0.62,4.96
2080,5.93,0.62,4.96
2081,5.93,0.62,4.96
2082,5.93,0.62,4.96
2083,5.93,0.62,4.96
2084,5.93,0.62,4.96
2085,5.93,0.62,4.96
2086,5.93,0.62,4.96
2087,5.93,0.62,4.96
2088,5.93,0.62,4.96
2089,5.93,0.62,4.96
2090,5.93,0.62,4.96
2091,5.93,0.62,4.96
2092,5.93,0.62,4.96
2093,5.93,0.62,4.96
2094,5.93,0.62,4.96
2095,5.93,0.62,4.96
2096,5.93,0.62,4.96
2097,5.93,0.62,4.96
2098,5.93,0.62,4.96
2099,5.93,0.62,4.96
2100,5.93,0.62,4.96
2101,5.93,0.62,4.96
2102,5.93,0.62,4.96
2103,5.93,0.62,4.96
2104,5.93,0.62,4.96
2105,5.93,0.62,4.96
2106,5.93,0.62,4.96
2107,5.93,0.62,4.96
2108,5.93,0.62,4.96
2109,5.93,0.61,4.88
2110,5.93,0.61,4.88
2111,5.93,0.61,4.88
2112,5.93,0.6,4.8
2113,5.93,0.6,4.8
2114,5.93,0.6,4.8
2115,5.93,0.6,4.8
2116,5.93,0.6,4.8
2117,5.93,0.6,4.8
2118,5.93,0.6,4.8
2119,5.93,0.59,4.72
2120,5.93,0.59,4.72
2121,5.93,0.59,4.72
2122,5.93,0.59,4.72
2123,5.93,0.59,4.72
2124,5.93,0.59,4.72
2125,5.93,0.59,4.72
2126,5.93,0.59,4.72
2127,5.93,0.58,4.64
2128,5.93,0.58,4.64
2129,5.93,0.58,4.64
2130,5.93,0.58,4.64
2131,5.93,0.57,4.56
2132,5.93,0.57,4.56
2133,5.93,0.57,4.56
2134,5.93,0.57,4.56
2135,5.93,0.57,4.56
2136,5.93,0.56,4.48
2137,5.93,0.56,4.48
2138,5.93,0.56,4.48
2139,5.93,0.56,4.48
2140,5.93,0.56,4.48
2141,5.93,0.56,4.48
2142,5.93,0.56,4.48
2143,5.93,0.56,4.48
2144,5.93,0.56,4.48
2145,5.93,0.56,4.48
2146,5.93,0.56,4.48
2147,5.93,0.56,4.48
2148,5.93,0.56,4.48
2149,5.93,0.56,4.48
2150,5.93,0.56,4.48
2151,5.93,0.56,4.48
2152,5.93,0.56,4.48
2153,5.93,0.56,4.48
2154,5.93,0.56,4.48
2155,5.93,0.56,4.48
2156,5.93,0.56,4.48
2157,5.93,0.57,4.56
2158,5.93,0.57,4.56
2159,5.93,0.57,4.56
2160,5.93,0.57,4.56
2161,5.93,0.57,4.56
2162,5.93,0.57,4.56
2163,5.93,0.57,4.56
2164,5.93,0.57,4.56
2165,5.93,0.57,4.56
2166,5.93,0.57,4.56
2167,5.93,0.57,4.56
2168,5.93,0.57,4.56
2169,5.93,0.57,4.56
2170,5.93,0.57,4.56
2171,5.93,0.57,4.56
2172,5.93,0.57,4.56
2173,5.93,0.57,4.56
2174,5.93,0.57,4.56
2175,5.93,0.57,4.56
2176,5.93,0.57,4.56
2177,5.93,0.57,4.56
2178,5.93,0.57,4.56
2179,5.93,0.57,4.56
2180,5.93,0.57,4.56
2181,5.93,0.57,4.56
2182,5.93,0.57,4.56
2183,5.93,0.57,4.56
2184,5.93,0.57,4.56
2185,5.93,0.57,4.56
2186,5.93,0.57,4.56
2187,5.93,0.57,4.56
2188,5.93,0.57,4.56
2189,5.93,0.57,4.56
2190,5.93,0.57,4.56
2191,5.93,0.57,4.56
2192,5.93,0.57,4.56
2193,5.93,0.57,4.56
2194,5.93,0.57,4.56
2195,5.93,0.57,4.56
2196,5.93,0.57,4.56
2197,5.93,0.57,4.56
2198,5.93,0.57,4.56
2199,5.93,0.56,4.48
2200,5.93,0.56,4.48
2201,5.93,0.56,4.48
2202,5.93,0.56,4.48
2203,5.93,0.56,4.48
2204,5.93,0.56,4.48
2205,5.93,0.56,4.48
2206,5.93,0.56,4.48
2207,5.93,0.56,4.48
2208,5.93,0.56,4.48
2209,5.93,0.56,4.48
2210,5.93,0.56,4.48
2211,5.93,0.56,4.48
2212,5.93,0.56,4.48
2213,5.93,0.56,4.48
2214,5.93,0.56,4.48
2215,5.93,0.56,4.48
2216,5.93,0.56,4.48
2217,5.93,0.56,4.48
2218,5.93,0.56,4.48
2219,5.93,0.56,4.48
2220,5.93,0.55,4.4
2221,5.93,0.55,4.4
2222,5.93,0.55,4.4
2223,5.93,0.55,4.4
2224,5.93,0.55,4.4
2225,5.93,0.55,4.4
2226,5.93,0.56,4.48
2227,5.93,0.56,4.48
2228,5.93,0.56,4.48
2229,5.93,0.55,4.4
2230,5.93,0.55,4.4
2231,5.93,0.55,4.4
2232,5.93,0.55,4.4
2233,5.93,0.56,4.48
2234,5.93,0.56,4.48
2235,5.93,0.56,4.48
2236,5.93,0.56,4.48
2237,5.93,0.56,4.48
2238,5.93,0.56,4.48
2239,5.93,0.56,4.48
2240,5.93,0.55,4.4
2241,5.93,0.55,4.4
2242,5.93,0.55,4.4
2243,5.93,0.56,4.48
2244,5.93,0.55,4.4
2245,5.93,0.55,4.4
2246,5.93,0.55,4.4
2247,5.93,0.55,4.4
2248,5.93,0.55,4.4
2249,5.93,0.55,4.4
2250,5.93,0.55,4.4
2251,5.93,0.56,4.48
2252,5.93,0.56,4.48
2253,5.93,0.56,4.48
2254,5.93,0.55,4.4
2255,5.93,0.55,4.4
2256,5.93,0.55,4.4
2257,5.93,0.55,4.4
2258,5.93,0.55,4.4
2259,5.93,0.55,4.4
2260,5.93,0.55,4.4
2261,5.93,0.55,4.4
2262,5.93,0.54,4.32
2263,5.93,0.54,4.32
2264,5.93,0.54,4.32
2265,5.93,0.54,4.32
2266,5.93,0.54,4.32
2267,5.93,0.54,4.32
2268,5.93,0.53,4.24
2269,5.93,0.53,4.24
2270,5.93,0.53,4.24
2271,5.93,0.52,4.16
2272,5.93,0.52,4.16
2273,5.93,0.52,4.16
2274,5.93,0.52,4.16
2275,5.93,0.52,4.16
2276,5.93,0.52,4.16
2277,5.93,0.51,4.08
2278,5.93,0.51,4.08
2279,5.93,0.51,4.08
2280,5.93,0.51,4.08
2281,5.93,0.51,4.08
2282,5.93,0.5,4.0
2283,5.93,0.5,4.0
2284,5.93,0.5,4.0
2285,5.93,0.5,4.0
2286,5.93,0.5,4.0
2287,5.93,0.5,4.0
2288,5.93,0.5,4.0
2289,5.93,0.5,4.0
2290,5.93,0.5,4.0
2291,5.93,0.5,4.0
2292,5.93,0.5,4.0
2293,5.93,0.5,4.0
2294,5.93,0.5,4.0
2295,5.93,0.5,4.0
2296,5.93,0.49,3.92
2297,5.93,0.49,3.92
2298,5.93,0.49,3.92
2299,5.93,0.49,3.92
2300,5.93,0.49,3.92
2301,5.93,0.49,3.92
2302,5.93,0.49,3.92
2303,5.93,0.49,3.92
2304,5.93,0.49,3.92
2305,5.93,0.49,3.92
2306,5.93,0.49,3.92
2307,5.93,0.49,3.92
2308,5.93,0.49,3.92
2309,5.93,0.49,3.92
2310,5.93,0.49,3.92
2311,5.93,0.49,3.92
2312,5.93,0.49,3.92
2313,5.93,0.49,3.92
2314,5.93,0.49,3.92
2315,5.93,0.49,3.92
2316,5.93,0.49,3.92
2317,5.93,0.49,3.92
2318,5.93,0.49,3.92
2319,5.93,0.49,3.92
2320,5.93,0.48,3.84
2321,5.93,0.48,3.84
2322,5.93,0.48,3.84
2323,5.93,0.48,3.84
2324,5.93,0.48,3.84
2325,5.93,0.48,3.84
2326,5.93,0.47,3.76
2327,5.93,0.47,3.76
2328,5.93,0.47,3.76
2329,5.93,0.47,3.76
2330,5.93,0.47,3.76
2331,5.93,0.47,3.76
2332,5.93,0.47,3.76
2333,5.93,0.47,3.76
2334,5.93,0.47,3.76
2335,5.93,0.47,3.76
2336,5.93,0.47,3.76
2337,5.93,0.47,3.76
2338,5.93,0.48,3.84
2339,5.93,0.48,3.84
2340,5.93,0.48,3.84
2341,5.93,0.48,3.84
2342,5.93,0.47,3.76
2343,5.93,0.47,3.76
2344,5.93,0.47,3.76
2345,5.93,0.48,3.84
2346,5.93,0.47,3.76
2347,5.93,0.47,3.76
2348,5.93,0.48,3.84
2349,5.93,0.48,3.84
2350,5.93,0.48,3.84
2351,5.93,0.48,3.84
2352,5.93,0.48,3.84
2353,5.93,0.48,3.84
2354,5.93,0.48,3.84
2355,5.93,0.48,3.84
2356,5.93,0.48,3.84
2357,5.93,0.48,3.84
2358,5.93,0.48,3.84
2359,5.93,0.48,3.84
2360,5.93,0.48,3.84
2361,5.93,0.48,3.84
2362,5.93,0.48,3.84
2363,5.93,0.48,3.84
2364,5.93,0.48,3.84
2365,5.93,0.48,3.84
2366,5.93,0.48,3.84
2367,5.93,0.48,3.84
2368,5.93,0.48,3.84
2369,5.93,0.48,3.84
2370,5.93,0.48,3.84
2371,5.93,0.48,3.84
2372,5.93,0.48,3.84
2373,5.93,0.48,3.84
2374,5.93,0.48,3.84
2375,5.93,0.48,3.84
2376,5.93,0.48,3.84
2377,5.93,0.48,3.84
2378,5.93,0.49,3.92
2379,5.93,0.49,3.92
2380,5.93,0.48,3.84
2381,5.93,0.48,3.84
2382,5.93,0.49,3.92
2383,5.93,0.48,3.84
2384,5.93,0.49,3.92
2385,5.93,0.48,3.84
2386,5.93,0.49,3.92
2387,5.93,0.49,3.92
2388,5.93,0.49,3.92
2389,5.93,0.49,3.92
2390,5.93,0.49,3.92
2391,5.93,0.49,3.92
2392,5.93,0.49,3.92
2393,5.93,0.49,3.92
2394,5.93,0.49,3.92
2395,5.93,0.49,3.92
2396,5.93,0.49,3.92
2397,5.93,0.49,3.92
2398,5.93,0.49,3.92
2399,5.93,0.49,3.92
2400,5.93,0.49,3.92
2401,5.93,0.49,3.92
2402,5.93,0.49,3.92
2403,5.93,0.49,3.92
2404,5.93,0.49,3.92
2405,5.93,0.49,3.92
2406,5.93,0.49,3.92
2407,5.93,0.49,3.92
2408,5.93,0.49,3.92
2409,5.93,0.49,3.92
2410,5.93,0.49,3.92
2411,5.93,0.49,3.92
2412,5.93,0.49,3.92
2413,5.93,0.49,3.92
2414,5.93,0.49,3.92
2415,5.93,0.49,3.92
2416,5.93,0.49,3.92
2417,5.93,0.49,3.92
2418,5.93,0.49,3.92
2419,5.93,0.49,3.92
2420,5.93,0.49,3.92
2421,5.93,0.49,3.92
2422,5.93,0.49,3.92
2423,5.93,0.49,3.92
2424,5.93,0.49,3.92
2425,5.93,0.49,3.92
2426,5.93,0.49,3.92
2427,5.93,0.49,3.92
2428,5.93,0.49,3.92
2429,5.93,0.49,3.92
2430,5.93,0.49,3.92
2431,5.93,0.49,3.92
2432,5.93,0.49,3.92
2433,5.93,0.49,3.92
2434,5.93,0.49,3.92
2435,5.93,0.49,3.92
2436,5.93,0.49,3.92
2437,5.93,0.49,3.92
2438,5.93,0.49,3.92
2439,5.93,0.49,3.92
2440,5.93,0.49,3.92
2441,5.93,0.49,3.92
2442,5.93,0.49,3.92
2443,5.93,0.49,3.92
2444,5.93,0.49,3.92
2445,5.93,0.49,3.92
2446,5.93,0.49,3.92
2447,5.93,0.49,3.92
2448,5.93,0.49,3.92
2449,5.93,0.49,3.92
2450,5.93,0.49,3.92
2451,5.93,0.49,3.92
2452,5.93,0.49,3.92
2453,5.93,0.49,3.92
2454,5.93,0.49,3.92
2455,5.93,0.49,3.92
2456,5.93,0.49,3.92
2457,5.93,0.49,3.92
2458,5.93,0.49,3.92
2459,5.93,0.49,3.92
2460,5.93,0.49,3.92
2461,5.93,0.5,4.0
2462,5.93,0.5,4.0
2463,5.93,0.5,4.0
2464,5.93,0.5,4.0
2465,5.93,0.5,4.0
2466,5.93,0.5,4.0
2467,5.93,0.5,4.0
2468,5.93,0.51,4.08
2469,5.93,0.51,4.08
2470,5.93,0.51,4.08
2471,5.93,0.51,4.08
2472,5.93,0.51,4.08
2473,5.93,0.51,4.08
2474,5.93,0.51,4.08
2475,5.93,0.52,4.16
2476,5.93,0.52,4.16
2477,5.93,0.52,4.16
2478,5.93,0.52,4.16
2479,5.93,0.52,4.16
2480,5.93,0.52,4.16
2481,5.93,0.52,4.16
2482,5.93,0.52,4.16
2483,5.93,0.52,4.16
2484,5.93,0.52,4.16
2485,5.93,0.53,4.24
2486,5.93,0.53,4.24
2487,5.93,0.53,4.24
2488,5.93,0.53,4.24
2489,5.93,0.53,4.24
2490,5.93,0.53,4.24
2491,5.93,0.53,4.24
2492,5.93,0.53,4.24
2493,5.93,0.53,4.24
2494,5.93,0.53,4.24
2495,5.93,0.53,4.24
2496,5.93,0.53,4.24
2497,5.93,0.53,4.24
2498,5.93,0.53,4.24
2499,5.93,0.53,4.24
2500,5.93,0.53,4.24
2501,5.93,0.53,4.24
2502,5.93,0.53,4.24
2503,5.93,0.53,4.24
2504,5.93,0.52,4.16
2505,5.93,0.52,4.16
2506,5.93,0.52,4.16
2507,5.93,0.52,4.16
2508,5.93,0.51,4.08
2509,5.93,0.51,4.08
2510,5.93,0.51,4.08
2511,5.93,0.51,4.08
2512,5.93,0.52,4.16
2513,5.93,0.52,4.16
2514,5.93,0.52,4.16
2515,5.93,0.52,4.16
2516,5.93,0.51,4.08
2517,5.93,0.52,4.16
2518,5.93,0.52,4.16
2519,5.93,0.52,4.16
2520,5.93,0.52,4.16
2521,5.93,0.52,4.16
2522,5.93,0.52,4.16
2523,5.93,0.52,4.16
2524,5.93,0.52,4.16
2525,5.93,0.52,4.16
2526,5.93,0.52,4.16
2527,5.93,0.52,4.16
2528,5.93,0.52,4.16
2529,5.93,0.52,4.16
2530,5.93,0.52,4.16
2531,5.93,0.52,4.16
2532,5.93,0.52,4.16
2533,5.93,0.52,4.16
2534,5.93,0.52,4.16
2535,5.93,0.52,4.16
2536,5.93,0.52,4.16
2537,5.93,0.52,4.16
2538,5.93,0.51,4.08
2539,5.93,0.52,4.16
2540,5.93,0.52,4.16
2541,5.93,0.52,4.16
2542,5.93,0.52,4.16
2543,5.93,0.52,4.16
2544,5.93,0.52,4.16
2545,5.93,0.52,4.16
2546,5.93,0.52,4.16
2547,5.93,0.52,4.16
2548,5.93,0.52,4.16
2549,5.93,0.52,4.16
2550,5.93,0.52,4.16
2551,5.93,0.52,4.16
2552,5.93,0.52,4.16
2553,5.93,0.52,4.16
2554,5.93,0.52,4.16
2555,5.93,0.52,4.16
2556,5.93,0.52,4.16
2557,5.93,0.52,4.16
2558,5.93,0.52,4.16
2559,5.93,0.52,4.16
2560,5.93,0.52,4.16
2561,5.93,0.52,4.16
2562,5.93,0.52,4.16
2563,5.93,0.52,4.16
2564,5.93,0.52,4.16
2565,5.93,0.52,4.16
2566,5.93,0.52,4.16
2567,5.93,0.52,4.16
2568,5.93,0.52,4.16
2569,5.93,0.52,4.16
2570,5.93,0.52,4.16
2571,5.93,0.52,4.16
2572,5.93,0.52,4.16
2573,5.93,0.52,4.16
2574,5.93,0.52,4.16
2575,5.93,0.52,4.16
2576,5.93,0.52,4.16
2577,5.93,0.52,4.16
2578,5.93,0.52,4.16
2579,5.93,0.52,4.16
2580,5.93,0.52,4.16
2581,5.93,0.52,4.16
2582,5.93,0.52,4.16
2583,5.93,0.52,4.16
2584,5.93,0.52,4.16
2585,5.93,0.52,4.16
2586,5.93,0.52,4.16
2587,5.93,0.52,4.16
2588,5.93,0.52,4.16
2589,5.93,0.52,4.16
2590,5.93,0.52,4.16
2591,5.93,0.53,4.24
2592,5.93,0.53,4.24
2593,5.93,0.53,4.24
2594,5.93,0.53,4.24
2595,5.93,0.53,4.24
2596,5.93,0.53,4.24
2597,5.93,0.53,4.24
2598,5.93,0.53,4.24
2599,5.93,0.54,4.32
2600,5.93,0.54,4.32
2601,5.93,0.54,4.32
2602,5.93,0.54,4.32
2603,5.93,0.54,4.32
2604,5.93,0.54,4.32
2605,5.93,0.54,4.32
2606,5.93,0.54,4.32
2607,5.93,0.54,4.32
2608,5.93,0.54,4.32
2609,5.93,0.54,4.32
2610,5.93,0.54,4.32
2611,5.93,0.54,4.32
2612,5.93,0.54,4.32
2613,5.93,0.54,4.32
2614,5.93,0.54,4.32
2615,5.93,0.54,4.32
2616,5.93,0.54,4.32
2617,5.93,0.54,4.32
2618,5.93,0.54,4.32
2619,5.93,0.54,4.32
2620,5.93,0.54,4.32
2621,5.93,0.54,4.32
2622,5.93,0.54,4.32
2623,5.93,0.54,4.32
2624,5.93,0.54,4.32
2625,5.93,0.54,4.32
2626,5.93,0.54,4.32
2627,5.93,0.54,4.32
2628,5.93,0.54,4.32
2629,5.93,0.54,4.32
2630,5.93,0.54,4.32
2631,5.93,0.54,4.32
2632,5.93,0.54,4.32
2633,5.93,0.54,4.32
2634,5.93,0.54,4.32
2635,5.93,0.54,4.32
2636,5.93,0.54,4.32
2637,5.93,0.54,4.32
2638,5.93,0.54,4.32
2639,5.93,0.54,4.32
2640,5.93,0.54,4.32
2641,5.93,0.54,4.32
2642,5.93,0.54,4.32
2643,5.93,0.54,4.32
2644,5.93,0.53,4.24
2645,5.93,0.53,4.24
2646,5.93,0.53,4.24
2647,5.93,0.53,4.24
2648,5.93,0.53,4.24
2649,5.93,0.52,4.16
2650,5.93,0.52,4.16
2651,5.93,0.52,4.16
2652,5.93,0.52,4.16
2653,5.93,0.52,4.16
2654,5.93,0.52,4.16
2655,5.93,0.52,4.16
2656,5.93,0.53,4.24
2657,5.93,0.53,4.24
2658,5.93,0.53,4.24
2659,5.93,0.54,4.32
2660,5.93,0.54,4.32
2661,5.93,0.54,4.32
2662,5.93,0.54,4.32
2663,5.93,0.54,4.32
2664,5.93,0.54,4.32
2665,5.93,0.54,4.32
2666,5.93,0.54,4.32
2667,5.93,0.54,4.32
2668,5.93,0.54,4.32
2669,5.93,0.54,4.32
2670,5.93,0.54,4.32
2671,5.93,0.54,4.32
2672,5.93,0.54,4.32
2673,5.93,0.54,4.32
2674,5.93,0.54,4.32
2675,5.93,0.54,4.32
2676,5.93,0.54,4.32
2677,5.93,0.54,4.32
2678,5.93,0.54,4.32
2679,5.93,0.54,4.32
2680,5.93,0.54,4.32
2681,5.93,0.54,4.32
2682,5.93,0.54,4.32
2683,5.93,0.54,4.32
2684,5.93,0.54,4.32
2685,5.93,0.53,4.24
2686,5.93,0.53,4.24
2687,5.93,0.53,4.24
2688,5.93,0.53,4.24
2689,5.93,0.52,4.16
2690,5.93,0.52,4.16
2691,5.93,0.51,4.08
2692,5.93,0.51,4.08
2693,5.93,0.51,4.08
2694,5.93,0.5,4.0
2695,5.93,0.5,4.0
2696,5.93,0.5,4.0
2697,5.93,0.49,3.92
2698,5.93,0.49,3.92
