FrameID,Uncompressed,Compressed_Mbytes,Compressed_Mbits_q=32
985,5.93,0.67,5.36
986,5.93,0.67,5.36
987,5.93,0.67,5.36
988,5.93,0.67,5.36
989,5.93,0.67,5.36
990,5.93,0.67,5.36
991,5.93,0.66,5.28
992,5.93,0.67,5.36
993,5.93,0.66,5.28
994,5.93,0.67,5.36
995,5.93,0.66,5.28
996,5.93,0.67,5.36
997,5.93,0.67,5.36
998,5.93,0.66,5.28
999,5.93,0.67,5.36
1000,5.93,0.66,5.28
1001,5.93,0.66,5.28
1002,5.93,0.67,5.36
1003,5.93,0.66,5.28
1004,5.93,0.66,5.28
1005,5.93,0.67,5.36
1006,5.93,0.66,5.28
1007,5.93,0.66,5.28
1008,5.93,0.66,5.28
1009,5.93,0.66,5.28
1010,5.93,0.67,5.36
1011,5.93,0.66,5.28
1012,5.93,0.66,5.28
1013,5.93,0.67,5.36
1014,5.93,0.67,5.36
1015,5.93,0.67,5.36
1016,5.93,0.67,5.36
1017,5.93,0.67,5.36
1018,5.93,0.67,5.36
1019,5.93,0.67,5.36
1020,5.93,0.67,5.36
1021,5.93,0.68,5.44
1022,5.93,0.68,5.44
1023,5.93,0.68,5.44
1024,5.93,0.67,5.36
1025,5.93,0.67,5.36
1026,5.93,0.67,5.36
1027,5.93,0.67,5.36
1028,5.93,0.67,5.36
1029,5.93,0.66,5.28
1030,5.93,0.67,5.36
1031,5.93,0.66,5.28
1032,5.93,0.66,5.28
1033,5.93,0.65,5.2
1034,5.93,0.65,5.2
1035,5.93,0.65,5.2
1036,5.93,0.64,5.12
1037,5.93,0.64,5.12
1038,5.93,0.64,5.12
1039,5.93,0.64,5.12
1040,5.93,0.64,5.12
1041,5.93,0.63,5.04
1042,5.93,0.63,5.04
1043,5.93,0.63,5.04
1044,5.93,0.63,5.04
1045,5.93,0.63,5.04
1046,5.93,0.63,5.04
1047,5.93,0.62,4.96
1048,5.93,0.62,4.96
1049,5.93,0.61,4.88
1050,5.93,0.62,4.96
1051,5.93,0.62,4.96
1052,5.93,0.62,4.96
1053,5.93,0.61,4.88
1054,5.93,0.61,4.88
1055,5.93,0.61,4.88
1056,5.93,0.61,4.88
1057,5.93,0.61,4.88
1058,5.93,0.61,4.88
1059,5.93,0.6,4.8
1060,5.93,0.6,4.8
1061,5.93,0.6,4.8
1062,5.93,0.6,4.8
1063,5.93,0.6,4.8
1064,5.93,0.6,4.8
1065,5.93,0.6,4.8
1066,5.93,0.6,4.8
1067,5.93,0.59,4.72
1068,5.93,0.59,4.72
1069,5.93,0.59,4.72
1070,5.93,0.59,4.72
1071,5.93,0.59,4.72
1072,5.93,0.59,4.72
1073,5.93,0.6,4.8
1074,5.93,0.6,4.8
1075,5.93,0.6,4.8
1076,5.93,0.6,4.8
1077,5.93,0.6,4.8
1078,5.93,0.6,4.8
1079,5.93,0.6,4.8
1080,5.93,0.6,4.8
1081,5.93,0.6,4.8
1082,5.93,0.6,4.8
1083,5.93,0.6,4.8
1084,5.93,0.6,4.8
1085,5.93,0.6,4.8
1086,5.93,0.6,4.8
1087,5.93,0.61,4.88
1088,5.93,0.61,4.88
1089,5.93,0.61,4.88
1090,5.93,0.61,4.88
1091,5.93,0.61,4.88
1092,5.93,0.61,4.88
1093,5.93,0.62,4.96
1094,5.93,0.63,5.04
1095,5.93,0.63,5.04
1096,5.93,0.64,5.12
1097,5.93,0.64,5.12
1098,5.93,0.64,5.12
1099,5.93,0.64,5.12
1100,5.93,0.64,5.12
1101,5.93,0.65,5.2
1102,5.93,0.65,5.2
1103,5.93,0.65,5.2
1104,5.93,0.66,5.28
1105,5.93,0.66,5.28
1106,5.93,0.66,5.28
1107,5.93,0.66,5.28
1108,5.93,0.66,5.28
1109,5.93,0.66,5.28
1110,5.93,0.66,5.28
1111,5.93,0.66,5.28
1112,5.93,0.66,5.28
1113,5.93,0.67,5.36
1114,5.93,0.66,5.28
1115,5.93,0.67,5.36
1116,5.93,0.66,5.28
1117,5.93,0.67,5.36
1118,5.93,0.67,5.36
1119,5.93,0.66,5.28
1120,5.93,0.66,5.28
1121,5.93,0.66,5.28
1122,5.93,0.66,5.28
1123,5.93,0.66,5.28
1124,5.93,0.66,5.28
1125,5.93,0.66,5.28
1126,5.93,0.66,5.28
1127,5.93,0.66,5.28
1128,5.93,0.66,5.28
1129,5.93,0.66,5.28
1130,5.93,0.66,5.28
1131,5.93,0.66,5.28
1132,5.93,0.66,5.28
1133,5.93,0.66,5.28
1134,5.93,0.66,5.28
1135,5.93,0.66,5.28
1136,5.93,0.66,5.28
1137,5.93,0.66,5.28
1138,5.93,0.66,5.28
1139,5.93,0.66,5.28
1140,5.93,0.66,5.28
1141,5.93,0.66,5.28
1142,5.93,0.66,5.28
1143,5.93,0.66,5.28
1144,5.93,0.66,5.28
1145,5.93,0.66,5.28
1146,5.93,0.66,5.28
1147,5.93,0.66,5.28
1148,5.93,0.65,5.2
1149,5.93,0.65,5.2
1150,5.93,0.65,5.2
1151,5.93,0.65,5.2
1152,5.93,0.65,5.2
1153,5.93,0.65,5.2
1154,5.93,0.65,5.2
1155,5.93,0.65,5.2
1156,5.93,0.65,5.2
1157,5.93,0.65,5.2
1158,5.93,0.65,5.2
1159,5.93,0.65,5.2
1160,5.93,0.65,5.2
1161,5.93,0.65,5.2
1162,5.93,0.65,5.2
1163,5.93,0.65,5.2
1164,5.93,0.65,5.2
1165,5.93,0.64,5.12
1166,5.93,0.65,5.2
1167,5.93,0.65,5.2
1168,5.93,0.64,5.12
1169,5.93,0.64,5.12
1170,5.93,0.64,5.12
1171,5.93,0.65,5.2
1172,5.93,0.64,5.12
1173,5.93,0.64,5.12
1174,5.93,0.64,5.12
1175,5.93,0.64,5.12
1176,5.93,0.64,5.12
1177,5.93,0.64,5.12
1178,5.93,0.64,5.12
1179,5.93,0.64,5.12
1180,5.93,0.64,5.12
1181,5.93,0.64,5.12
1182,5.93,0.64,5.12
1183,5.93,0.64,5.12
1184,5.93,0.64,5.12
1185,5.93,0.63,5.04
1186,5.93,0.64,5.12
1187,5.93,0.64,5.12
1188,5.93,0.63,5.04
1189,5.93,0.63,5.04
1190,5.93,0.63,5.04
1191,5.93,0.63,5.04
1192,5.93,0.63,5.04
1193,5.93,0.63,5.04
1194,5.93,0.63,5.04
1195,5.93,0.63,5.04
1196,5.93,0.63,5.04
1197,5.93,0.63,5.04
1198,5.93,0.63,5.04
1199,5.93,0.63,5.04
1200,5.93,0.63,5.04
1201,5.93,0.64,5.12
1202,5.93,0.63,5.04
1203,5.93,0.64,5.12
1204,5.93,0.64,5.12
1205,5.93,0.64,5.12
1206,5.93,0.64,5.12
1207,5.93,0.64,5.12
1208,5.93,0.64,5.12
1209,5.93,0.64,5.12
1210,5.93,0.64,5.12
1211,5.93,0.64,5.12
1212,5.93,0.64,5.12
1213,5.93,0.64,5.12
1214,5.93,0.64,5.12
1215,5.93,0.64,5.12
1216,5.93,0.64,5.12
1217,5.93,0.65,5.2
1218,5.93,0.65,5.2
1219,5.93,0.64,5.12
1220,5.93,0.64,5.12
1221,5.93,0.64,5.12
1222,5.93,0.64,5.12
1223,5.93,0.65,5.2
1224,5.93,0.64,5.12
1225,5.93,0.64,5.12
1226,5.93,0.65,5.2
1227,5.93,0.64,5.12
1228,5.93,0.65,5.2
1229,5.93,0.64,5.12
1230,5.93,0.64,5.12
1231,5.93,0.65,5.2
1232,5.93,0.64,5.12
1233,5.93,0.64,5.12
1234,5.93,0.64,5.12
1235,5.93,0.64,5.12
1236,5.93,0.65,5.2
1237,5.93,0.64,5.12
1238,5.93,0.64,5.12
1239,5.93,0.64,5.12
1240,5.93,0.64,5.12
1241,5.93,0.64,5.12
1242,5.93,0.64,5.12
1243,5.93,0.64,5.12
1244,5.93,0.64,5.12
1245,5.93,0.64,5.12
1246,5.93,0.64,5.12
1247,5.93,0.64,5.12
1248,5.93,0.64,5.12
1249,5.93,0.64,5.12
1250,5.93,0.64,5.12
1251,5.93,0.64,5.12
1252,5.93,0.64,5.12
1253,5.93,0.64,5.12
1254,5.93,0.64,5.12
1255,5.93,0.64,5.12
1256,5.93,0.64,5.12
1257,5.93,0.64,5.12
1258,5.93,0.65,5.2
1259,5.93,0.65,5.2
1260,5.93,0.65,5.2
1261,5.93,0.66,5.28
1262,5.93,0.66,5.28
1263,5.93,0.65,5.2
1264,5.93,0.65,5.2
1265,5.93,0.65,5.2
1266,5.93,0.65,5.2
1267,5.93,0.65,5.2
1268,5.93,0.65,5.2
1269,5.93,0.65,5.2
1270,5.93,0.65,5.2
1271,5.93,0.65,5.2
1272,5.93,0.65,5.2
1273,5.93,0.65,5.2
1274,5.93,0.65,5.2
1275,5.93,0.65,5.2
1276,5.93,0.64,5.12
1277,5.93,0.64,5.12
1278,5.93,0.64,5.12
1279,5.93,0.64,5.12
1280,5.93,0.64,5.12
1281,5.93,0.64,5.12
1282,5.93,0.64,5.12
1283,5.93,0.64,5.12
1284,5.93,0.64,5.12
1285,5.93,0.64,5.12
1286,5.93,0.64,5.12
1287,5.93,0.64,5.12
1288,5.93,0.64,5.12
1289,5.93,0.64,5.12
1290,5.93,0.64,5.12
1291,5.93,0.64,5.12
1292,5.93,0.64,5.12
1293,5.93,0.64,5.12
1294,5.93,0.64,5.12
1295,5.93,0.64,5.12
1296,5.93,0.64,5.12
1297,5.93,0.64,5.12
1298,5.93,0.64,5.12
1299,5.93,0.63,5.04
1300,5.93,0.63,5.04
1301,5.93,0.64,5.12
1302,5.93,0.63,5.04
1303,5.93,0.63,5.04
1304,5.93,0.63,5.04
1305,5.93,0.63,5.04
1306,5.93,0.63,5.04
1307,5.93,0.63,5.04
1308,5.93,0.63,5.04
1309,5.93,0.64,5.12
1310,5.93,0.64,5.12
1311,5.93,0.64,5.12
1312,5.93,0.64,5.12
1313,5.93,0.64,5.12
1314,5.93,0.64,5.12
1315,5.93,0.64,5.12
1316,5.93,0.64,5.12
1317,5.93,0.64,5.12
1318,5.93,0.65,5.2
1319,5.93,0.65,5.2
1320,5.93,0.65,5.2
1321,5.93,0.66,5.28
1322,5.93,0.66,5.28
1323,5.93,0.66,5.28
1324,5.93,0.66,5.28
1325,5.93,0.66,5.28
1326,5.93,0.66,5.28
1327,5.93,0.66,5.28
1328,5.93,0.66,5.28
1329,5.93,0.66,5.28
1330,5.93,0.66,5.28
1331,5.93,0.65,5.2
1332,5.93,0.65,5.2
1333,5.93,0.65,5.2
1334,5.93,0.65,5.2
1335,5.93,0.65,5.2
1336,5.93,0.65,5.2
1337,5.93,0.66,5.28
1338,5.93,0.66,5.28
1339,5.93,0.66,5.28
1340,5.93,0.65,5.2
1341,5.93,0.65,5.2
1342,5.93,0.65,5.2
1343,5.93,0.65,5.2
1344,5.93,0.65,5.2
1345,5.93,0.65,5.2
1346,5.93,0.65,5.2
1347,5.93,0.65,5.2
1348,5.93,0.66,5.28
1349,5.93,0.66,5.28
1350,5.93,0.66,5.28
1351,5.93,0.66,5.28
1352,5.93,0.66,5.28
1353,5.93,0.66,5.28
1354,5.93,0.66,5.28
1355,5.93,0.66,5.28
1356,5.93,0.66,5.28
1357,5.93,0.66,5.28
1358,5.93,0.66,5.28
1359,5.93,0.66,5.28
1360,5.93,0.66,5.28
1361,5.93,0.66,5.28
1362,5.93,0.66,5.28
1363,5.93,0.66,5.28
1364,5.93,0.66,5.28
1365,5.93,0.66,5.28
1366,5.93,0.66,5.28
1367,5.93,0.66,5.28
1368,5.93,0.65,5.2
1369,5.93,0.65,5.2
1370,5.93,0.65,5.2
1371,5.93,0.65,5.2
1372,5.93,0.65,5.2
1373,5.93,0.65,5.2
1374,5.93,0.65,5.2
1375,5.93,0.65,5.2
1376,5.93,0.65,5.2
1377,5.93,0.65,5.2
1378,5.93,0.65,5.2
1379,5.93,0.65,5.2
1380,5.93,0.65,5.2
1381,5.93,0.65,5.2
1382,5.93,0.65,5.2
1383,5.93,0.65,5.2
1384,5.93,0.65,5.2
1385,5.93,0.65,5.2
1386,5.93,0.65,5.2
1387,5.93,0.65,5.2
1388,5.93,0.65,5.2
1389,5.93,0.65,5.2
1390,5.93,0.64,5.12
1391,5.93,0.65,5.2
1392,5.93,0.65,5.2
1393,5.93,0.65,5.2
1394,5.93,0.65,5.2
1395,5.93,0.65,5.2
1396,5.93,0.64,5.12
1397,5.93,0.64,5.12
1398,5.93,0.64,5.12
1399,5.93,0.64,5.12
1400,5.93,0.63,5.04
1401,5.93,0.63,5.04
1402,5.93,0.63,5.04
1403,5.93,0.63,5.04
1404,5.93,0.63,5.04
1405,5.93,0.63,5.04
1406,5.93,0.63,5.04
1407,5.93,0.63,5.04
1408,5.93,0.63,5.04
1409,5.93,0.63,5.04
1410,5.93,0.63,5.04
1411,5.93,0.64,5.12
1412,5.93,0.63,5.04
1413,5.93,0.63,5.04
1414,5.93,0.63,5.04
1415,5.93,0.63,5.04
1416,5.93,0.63,5.04
1417,5.93,0.63,5.04
1418,5.93,0.63,5.04
1419,5.93,0.63,5.04
1420,5.93,0.63,5.04
1421,5.93,0.63,5.04
1422,5.93,0.64,5.12
1423,5.93,0.64,5.12
1424,5.93,0.64,5.12
1425,5.93,0.64,5.12
1426,5.93,0.64,5.12
1427,5.93,0.64,5.12
1428,5.93,0.64,5.12
1429,5.93,0.64,5.12
1430,5.93,0.64,5.12
1431,5.93,0.64,5.12
1432,5.93,0.64,5.12
1433,5.93,0.64,5.12
1434,5.93,0.64,5.12
1435,5.93,0.64,5.12
1436,5.93,0.64,5.12
1437,5.93,0.64,5.12
1438,5.93,0.64,5.12
1439,5.93,0.64,5.12
1440,5.93,0.64,5.12
1441,5.93,0.65,5.2
1442,5.93,0.65,5.2
1443,5.93,0.64,5.12
1444,5.93,0.64,5.12
1445,5.93,0.64,5.12
1446,5.93,0.64,5.12
1447,5.93,0.64,5.12
1448,5.93,0.64,5.12
1449,5.93,0.64,5.12
1450,5.93,0.64,5.12
1451,5.93,0.64,5.12
1452,5.93,0.64,5.12
1453,5.93,0.64,5.12
1454,5.93,0.64,5.12
1455,5.93,0.64,5.12
1456,5.93,0.64,5.12
1457,5.93,0.64,5.12
1458,5.93,0.64,5.12
1459,5.93,0.64,5.12
1460,5.93,0.64,5.12
1461,5.93,0.64,5.12
1462,5.93,0.64,5.12
1463,5.93,0.64,5.12
1464,5.93,0.64,5.12
1465,5.93,0.64,5.12
1466,5.93,0.64,5.12
1467,5.93,0.64,5.12
1468,5.93,0.64,5.12
1469,5.93,0.64,5.12
1470,5.93,0.64,5.12
1471,5.93,0.65,5.2
1472,5.93,0.65,5.2
1473,5.93,0.64,5.12
1474,5.93,0.64,5.12
1475,5.93,0.64,5.12
1476,5.93,0.64,5.12
1477,5.93,0.64,5.12
1478,5.93,0.65,5.2
1479,5.93,0.64,5.12
1480,5.93,0.64,5.12
1481,5.93,0.64,5.12
1482,5.93,0.64,5.12
1483,5.93,0.64,5.12
1484,5.93,0.64,5.12
1485,5.93,0.64,5.12
1486,5.93,0.64,5.12
1487,5.93,0.64,5.12
1488,5.93,0.64,5.12
1489,5.93,0.64,5.12
1490,5.93,0.64,5.12
1491,5.93,0.64,5.12
1492,5.93,0.64,5.12
1493,5.93,0.64,5.12
1494,5.93,0.64,5.12
1495,5.93,0.64,5.12
1496,5.93,0.64,5.12
1497,5.93,0.64,5.12
1498,5.93,0.64,5.12
1499,5.93,0.64,5.12
1500,5.93,0.64,5.12
1501,5.93,0.65,5.2
1502,5.93,0.65,5.2
1503,5.93,0.65,5.2
1504,5.93,0.65,5.2
1505,5.93,0.65,5.2
1506,5.93,0.65,5.2
1507,5.93,0.65,5.2
1508,5.93,0.65,5.2
1509,5.93,0.65,5.2
1510,5.93,0.65,5.2
1511,5.93,0.65,5.2
1512,5.93,0.65,5.2
1513,5.93,0.65,5.2
1514,5.93,0.65,5.2
1515,5.93,0.65,5.2
1516,5.93,0.65,5.2
1517,5.93,0.65,5.2
1518,5.93,0.65,5.2
1519,5.93,0.65,5.2
1520,5.93,0.65,5.2
1521,5.93,0.65,5.2
1522,5.93,0.65,5.2
1523,5.93,0.65,5.2
1524,5.93,0.65,5.2
1525,5.93,0.65,5.2
1526,5.93,0.65,5.2
1527,5.93,0.65,5.2
1528,5.93,0.65,5.2
1529,5.93,0.65,5.2
1530,5.93,0.65,5.2
1531,5.93,0.65,5.2
1532,5.93,0.65,5.2
1533,5.93,0.65,5.2
1534,5.93,0.65,5.2
1535,5.93,0.65,5.2
1536,5.93,0.65,5.2
1537,5.93,0.65,5.2
1538,5.93,0.65,5.2
1539,5.93,0.65,5.2
1540,5.93,0.65,5.2
1541,5.93,0.65,5.2
1542,5.93,0.65,5.2
1543,5.93,0.65,5.2
1544,5.93,0.65,5.2
1545,5.93,0.65,5.2
1546,5.93,0.65,5.2
1547,5.93,0.65,5.2
1548,5.93,0.65,5.2
1549,5.93,0.65,5.2
1550,5.93,0.65,5.2
1551,5.93,0.65,5.2
1552,5.93,0.65,5.2
1553,5.93,0.65,5.2
1554,5.93,0.65,5.2
1555,5.93,0.65,5.2
1556,5.93,0.65,5.2
1557,5.93,0.65,5.2
1558,5.93,0.65,5.2
1559,5.93,0.65,5.2
1560,5.93,0.65,5.2
1561,5.93,0.65,5.2
1562,5.93,0.65,5.2
1563,5.93,0.65,5.2
1564,5.93,0.65,5.2
1565,5.93,0.65,5.2
1566,5.93,0.65,5.2
1567,5.93,0.65,5.2
1568,5.93,0.65,5.2
1569,5.93,0.65,5.2
1570,5.93,0.65,5.2
1571,5.93,0.65,5.2
1572,5.93,0.65,5.2
1573,5.93,0.65,5.2
1574,5.93,0.65,5.2
1575,5.93,0.65,5.2
1576,5.93,0.65,5.2
1577,5.93,0.65,5.2
1578,5.93,0.65,5.2
1579,5.93,0.65,5.2
1580,5.93,0.65,5.2
1581,5.93,0.65,5.2
1582,5.93,0.65,5.2
1583,5.93,0.65,5.2
1584,5.93,0.65,5.2
1585,5.93,0.65,5.2
1586,5.93,0.65,5.2
1587,5.93,0.65,5.2
1588,5.93,0.65,5.2
1589,5.93,0.65,5.2
1590,5.93,0.65,5.2
1591,5.93,0.65,5.2
1592,5.93,0.65,5.2
1593,5.93,0.65,5.2
1594,5.93,0.65,5.2
1595,5.93,0.65,5.2
1596,5.93,0.65,5.2
1597,5.93,0.65,5.2
1598,5.93,0.65,5.2
1599,5.93,0.65,5.2
1600,5.93,0.65,5.2
1601,5.93,0.65,5.2
1602,5.93,0.65,5.2
1603,5.93,0.65,5.2
1604,5.93,0.65,5.2
1605,5.93,0.65,5.2
1606,5.93,0.65,5.2
1607,5.93,0.65,5.2
1608,5.93,0.65,5.2
1609,5.93,0.65,5.2
1610,5.93,0.65,5.2
1611,5.93,0.65,5.2
1612,5.93,0.65,5.2
1613,5.93,0.65,5.2
1614,5.93,0.65,5.2
1615,5.93,0.65,5.2
1616,5.93,0.65,5.2
1617,5.93,0.65,5.2
1618,5.93,0.65,5.2
1619,5.93,0.65,5.2
1620,5.93,0.65,5.2
1621,5.93,0.65,5.2
1622,5.93,0.65,5.2
1623,5.93,0.65,5.2
1624,5.93,0.65,5.2
1625,5.93,0.65,5.2
1626,5.93,0.65,5.2
1627,5.93,0.65,5.2
1628,5.93,0.65,5.2
1629,5.93,0.65,5.2
1630,5.93,0.65,5.2
1631,5.93,0.65,5.2
1632,5.93,0.65,5.2
1633,5.93,0.65,5.2
1634,5.93,0.65,5.2
1635,5.93,0.65,5.2
1636,5.93,0.65,5.2
1637,5.93,0.65,5.2
1638,5.93,0.65,5.2
1639,5.93,0.65,5.2
1640,5.93,0.65,5.2
1641,5.93,0.65,5.2
1642,5.93,0.65,5.2
1643,5.93,0.65,5.2
1644,5.93,0.65,5.2
1645,5.93,0.65,5.2
1646,5.93,0.65,5.2
1647,5.93,0.65,5.2
1648,5.93,0.66,5.28
1649,5.93,0.66,5.28
1650,5.93,0.66,5.28
1651,5.93,0.66,5.28
1652,5.93,0.66,5.28
1653,5.93,0.66,5.28
1654,5.93,0.66,5.28
1655,5.93,0.66,5.28
1656,5.93,0.65,5.2
1657,5.93,0.66,5.28
1658,5.93,0.66,5.28
1659,5.93,0.66,5.28
1660,5.93,0.66,5.28
1661,5.93,0.66,5.28
1662,5.93,0.66,5.28
1663,5.93,0.66,5.28
1664,5.93,0.66,5.28
1665,5.93,0.66,5.28
1666,5.93,0.66,5.28
1667,5.93,0.66,5.28
1668,5.93,0.66,5.28
1669,5.93,0.66,5.28
1670,5.93,0.66,5.28
1671,5.93,0.66,5.28
1672,5.93,0.65,5.2
1673,5.93,0.66,5.28
1674,5.93,0.66,5.28
1675,5.93,0.66,5.28
1676,5.93,0.66,5.28
1677,5.93,0.66,5.28
1678,5.93,0.66,5.28
1679,5.93,0.66,5.28
1680,5.93,0.66,5.28
1681,5.93,0.66,5.28
1682,5.93,0.66,5.28
1683,5.93,0.66,5.28
1684,5.93,0.66,5.28
1685,5.93,0.66,5.28
1686,5.93,0.66,5.28
1687,5.93,0.66,5.28
1688,5.93,0.66,5.28
1689,5.93,0.66,5.28
1690,5.93,0.66,5.28
1691,5.93,0.65,5.2
1692,5.93,0.65,5.2
1693,5.93,0.65,5.2
1694,5.93,0.65,5.2
1695,5.93,0.65,5.2
1696,5.93,0.65,5.2
1697,5.93,0.65,5.2
1698,5.93,0.65,5.2
1699,5.93,0.65,5.2
1700,5.93,0.65,5.2
1701,5.93,0.65,5.2
1702,5.93,0.65,5.2
1703,5.93,0.66,5.28
1704,5.93,0.65,5.2
1705,5.93,0.66,5.28
1706,5.93,0.65,5.2
1707,5.93,0.65,5.2
1708,5.93,0.65,5.2
1709,5.93,0.65,5.2
1710,5.93,0.65,5.2
1711,5.93,0.65,5.2
1712,5.93,0.65,5.2
1713,5.93,0.65,5.2
1714,5.93,0.65,5.2
1715,5.93,0.65,5.2
1716,5.93,0.65,5.2
1717,5.93,0.65,5.2
1718,5.93,0.65,5.2
1719,5.93,0.65,5.2
1720,5.93,0.65,5.2
1721,5.93,0.65,5.2
1722,5.93,0.65,5.2
1723,5.93,0.65,5.2
1724,5.93,0.65,5.2
1725,5.93,0.65,5.2
1726,5.93,0.65,5.2
1727,5.93,0.65,5.2
1728,5.93,0.65,5.2
1729,5.93,0.65,5.2
1730,5.93,0.65,5.2
1731,5.93,0.65,5.2
1732,5.93,0.65,5.2
1733,5.93,0.66,5.28
1734,5.93,0.66,5.28
1735,5.93,0.66,5.28
1736,5.93,0.66,5.28
1737,5.93,0.65,5.2
1738,5.93,0.66,5.28
1739,5.93,0.66,5.28
1740,5.93,0.66,5.28
1741,5.93,0.65,5.2
1742,5.93,0.65,5.2
1743,5.93,0.65,5.2
1744,5.93,0.65,5.2
1745,5.93,0.65,5.2
1746,5.93,0.65,5.2
1747,5.93,0.65,5.2
1748,5.93,0.65,5.2
1749,5.93,0.65,5.2
1750,5.93,0.65,5.2
1751,5.93,0.65,5.2
1752,5.93,0.65,5.2
1753,5.93,0.65,5.2
1754,5.93,0.65,5.2
1755,5.93,0.65,5.2
1756,5.93,0.65,5.2
1757,5.93,0.65,5.2
1758,5.93,0.65,5.2
1759,5.93,0.65,5.2
1760,5.93,0.65,5.2
1761,5.93,0.65,5.2
1762,5.93,0.65,5.2
1763,5.93,0.65,5.2
1764,5.93,0.65,5.2
1765,5.93,0.65,5.2
1766,5.93,0.66,5.28
1767,5.93,0.65,5.2
1768,5.93,0.65,5.2
1769,5.93,0.65,5.2
1770,5.93,0.65,5.2
1771,5.93,0.65,5.2
1772,5.93,0.65,5.2
1773,5.93,0.65,5.2
1774,5.93,0.65,5.2
1775,5.93,0.65,5.2
1776,5.93,0.65,5.2
1777,5.93,0.65,5.2
1778,5.93,0.66,5.28
1779,5.93,0.66,5.28
1780,5.93,0.66,5.28
1781,5.93,0.66,5.28
1782,5.93,0.66,5.28
1783,5.93,0.65,5.2
1784,5.93,0.65,5.2
1785,5.93,0.65,5.2
1786,5.93,0.65,5.2
1787,5.93,0.65,5.2
1788,5.93,0.65,5.2
1789,5.93,0.66,5.28
1790,5.93,0.66,5.28
1791,5.93,0.66,5.28
1792,5.93,0.66,5.28
1793,5.93,0.66,5.28
1794,5.93,0.65,5.2
1795,5.93,0.66,5.28
1796,5.93,0.66,5.28
1797,5.93,0.66,5.28
1798,5.93,0.66,5.28
1799,5.93,0.66,5.28
1800,5.93,0.65,5.2
1801,5.93,0.65,5.2
1802,5.93,0.65,5.2
1803,5.93,0.65,5.2
1804,5.93,0.65,5.2
1805,5.93,0.65,5.2
1806,5.93,0.65,5.2
1807,5.93,0.65,5.2
1808,5.93,0.65,5.2
1809,5.93,0.65,5.2
1810,5.93,0.65,5.2
1811,5.93,0.65,5.2
1812,5.93,0.65,5.2
1813,5.93,0.65,5.2
1814,5.93,0.65,5.2
1815,5.93,0.65,5.2
1816,5.93,0.65,5.2
1817,5.93,0.65,5.2
1818,5.93,0.65,5.2
1819,5.93,0.65,5.2
1820,5.93,0.65,5.2
1821,5.93,0.65,5.2
1822,5.93,0.65,5.2
1823,5.93,0.66,5.28
1824,5.93,0.66,5.28
1825,5.93,0.66,5.28
1826,5.93,0.66,5.28
1827,5.93,0.65,5.2
1828,5.93,0.65,5.2
1829,5.93,0.65,5.2
1830,5.93,0.65,5.2
1831,5.93,0.65,5.2
1832,5.93,0.65,5.2
1833,5.93,0.65,5.2
1834,5.93,0.65,5.2
1835,5.93,0.65,5.2
1836,5.93,0.65,5.2
1837,5.93,0.65,5.2
1838,5.93,0.66,5.28
1839,5.93,0.66,5.28
1840,5.93,0.66,5.28
1841,5.93,0.66,5.28
1842,5.93,0.65,5.2
1843,5.93,0.66,5.28
1844,5.93,0.66,5.28
1845,5.93,0.66,5.28
1846,5.93,0.66,5.28
1847,5.93,0.66,5.28
1848,5.93,0.66,5.28
1849,5.93,0.66,5.28
1850,5.93,0.66,5.28
1851,5.93,0.66,5.28
1852,5.93,0.66,5.28
1853,5.93,0.66,5.28
1854,5.93,0.66,5.28
1855,5.93,0.66,5.28
1856,5.93,0.66,5.28
1857,5.93,0.66,5.28
1858,5.93,0.66,5.28
1859,5.93,0.66,5.28
1860,5.93,0.66,5.28
1861,5.93,0.66,5.28
1862,5.93,0.66,5.28
1863,5.93,0.66,5.28
1864,5.93,0.66,5.28
1865,5.93,0.66,5.28
1866,5.93,0.66,5.28
1867,5.93,0.66,5.28
1868,5.93,0.66,5.28
1869,5.93,0.66,5.28
1870,5.93,0.66,5.28
1871,5.93,0.66,5.28
1872,5.93,0.66,5.28
1873,5.93,0.66,5.28
1874,5.93,0.66,5.28
1875,5.93,0.65,5.2
1876,5.93,0.65,5.2
1877,5.93,0.65,5.2
1878,5.93,0.65,5.2
1879,5.93,0.65,5.2
1880,5.93,0.65,5.2
1881,5.93,0.65,5.2
1882,5.93,0.65,5.2
1883,5.93,0.65,5.2
1884,5.93,0.65,5.2
1885,5.93,0.65,5.2
1886,5.93,0.66,5.28
1887,5.93,0.66,5.28
1888,5.93,0.66,5.28
1889,5.93,0.66,5.28
1890,5.93,0.66,5.28
1891,5.93,0.65,5.2
1892,5.93,0.66,5.28
1893,5.93,0.66,5.28
1894,5.93,0.66,5.28
1895,5.93,0.66,5.28
1896,5.93,0.66,5.28
1897,5.93,0.66,5.28
1898,5.93,0.66,5.28
1899,5.93,0.66,5.28
1900,5.93,0.66,5.28
1901,5.93,0.66,5.28
1902,5.93,0.66,5.28
1903,5.93,0.66,5.28
1904,5.93,0.66,5.28
1905,5.93,0.66,5.28
1906,5.93,0.66,5.28
1907,5.93,0.66,5.28
1908,5.93,0.66,5.28
1909,5.93,0.66,5.28
1910,5.93,0.66,5.28
1911,5.93,0.66,5.28
1912,5.93,0.66,5.28
1913,5.93,0.66,5.28
1914,5.93,0.66,5.28
1915,5.93,0.66,5.28
