FrameID,Uncompressed,Compressed
1,1.16,0.794
2,1.16,0.79508
3,1.16,0.7939299999999999
4,1.16,0.79467
5,1.16,0.79745
6,1.16,0.8015399999999999
7,1.16,0.7959700000000001
8,1.16,0.76618
9,1.16,0.73148
10,1.16,0.74954
11,1.16,0.7790499999999999
12,1.16,0.8120299999999999
13,1.16,0.80604
14,1.16,0.80623
15,1.16,0.8040900000000001
16,1.16,0.80436
17,1.16,0.8045599999999999
18,1.16,0.8050900000000001
19,1.16,0.8070700000000001
20,1.16,0.80616
21,1.16,0.79873
22,1.16,0.8121799999999999
23,1.16,0.80923
24,1.16,0.813
25,1.16,0.8092999999999999
26,1.16,0.80949
27,1.16,0.8102699999999999
28,1.16,0.8102999999999999
29,1.16,0.8109299999999999
30,1.16,0.81036
31,1.16,0.81016
32,1.16,0.80987
33,1.16,0.8033899999999999
34,1.16,0.80959
35,1.16,0.80812
36,1.16,0.81375
37,1.16,0.80925
38,1.16,0.80929
39,1.16,0.80969
40,1.16,0.8104199999999999
41,1.16,0.80988
42,1.16,0.81213
43,1.16,0.81196
44,1.16,0.80933
45,1.16,0.81347
46,1.16,0.81548
47,1.16,0.81686
48,1.16,0.81326
49,1.16,0.81445
50,1.16,0.81648
51,1.16,0.8159500000000001
52,1.16,0.8162699999999999
53,1.16,0.8170299999999999
54,1.16,0.8175
55,1.16,0.81564
56,1.16,0.81721
57,1.16,0.81648
58,1.16,0.81838
59,1.16,0.81255
60,1.16,0.8117300000000001
61,1.16,0.81152
62,1.16,0.81191
63,1.16,0.81184
64,1.16,0.81172
65,1.16,0.8116599999999999
66,1.16,0.81084
67,1.16,0.80904
68,1.16,0.81113
69,1.16,0.80755
70,1.16,0.8128
71,1.16,0.8068500000000001
72,1.16,0.80623
73,1.16,0.80691
74,1.16,0.80803
75,1.16,0.80813
76,1.16,0.80802
77,1.16,0.80845
78,1.16,0.8098099999999999
79,1.16,0.80949
80,1.16,0.81391
81,1.16,0.81138
82,1.16,0.81371
83,1.16,0.81112
84,1.16,0.81012
85,1.16,0.8098200000000001
86,1.16,0.81145
87,1.16,0.80964
88,1.16,0.8105399999999999
89,1.16,0.8107000000000001
90,1.16,0.80969
91,1.16,0.8098
92,1.16,0.81055
93,1.16,0.80988
94,1.16,0.8132699999999999
95,1.16,0.81214
96,1.16,0.81138
97,1.16,0.81204
98,1.16,0.81237
99,1.16,0.81204
100,1.16,0.8148200000000001
101,1.16,0.81367
102,1.16,0.7999299999999999
103,1.16,0.76437
104,1.16,0.7572000000000001
105,1.16,0.77627
106,1.16,0.80755
107,1.16,0.80601
108,1.16,0.8042999999999999
109,1.16,0.80111
110,1.16,0.7933600000000001
111,1.16,0.7960900000000001
112,1.16,0.79904
113,1.16,0.8011
114,1.16,0.79645
115,1.16,0.79555
116,1.16,0.79544
117,1.16,0.79438
118,1.16,0.79477
119,1.16,0.79383
120,1.16,0.7860900000000001
121,1.16,0.7953
122,1.16,0.7889299999999999
123,1.16,0.78992
124,1.16,0.78772
125,1.16,0.78698
126,1.16,0.78408
127,1.16,0.78258
128,1.16,0.78234
129,1.16,0.78063
130,1.16,0.78084
131,1.16,0.7806799999999999
132,1.16,0.78142
133,1.16,0.78086
134,1.16,0.77497
135,1.16,0.7731699999999999
136,1.16,0.7733300000000001
137,1.16,0.77236
138,1.16,0.77267
139,1.16,0.77358
140,1.16,0.77263
141,1.16,0.76402
142,1.16,0.7750900000000001
143,1.16,0.76191
144,1.16,0.78238
145,1.16,0.7734
146,1.16,0.7784
147,1.16,0.77752
148,1.16,0.7883600000000001
149,1.16,0.78896
150,1.16,0.79012
151,1.16,0.7914
152,1.16,0.8058
153,1.16,0.80232
154,1.16,0.80472
155,1.16,0.80333
156,1.16,0.80479
157,1.16,0.81255
158,1.16,0.81452
159,1.16,0.8225
160,1.16,0.8239299999999999
161,1.16,0.8254
162,1.16,0.8230599999999999
163,1.16,0.82304
164,1.16,0.83331
165,1.16,0.83312
166,1.16,0.8352999999999999
167,1.16,0.83604
168,1.16,0.84265
169,1.16,0.84817
170,1.16,0.86685
171,1.16,0.8689
172,1.16,0.87422
173,1.16,0.88314
174,1.16,0.881
175,1.16,0.8856499999999999
176,1.16,0.87752
177,1.16,0.8755499999999999
178,1.16,0.85756
179,1.16,0.85427
180,1.16,0.85449
181,1.16,0.85505
182,1.16,0.8510800000000001
183,1.16,0.8565499999999999
184,1.16,0.8563099999999999
185,1.16,0.8666900000000001
186,1.16,0.8586900000000001
187,1.16,0.85897
188,1.16,0.8621599999999999
189,1.16,0.87046
190,1.16,0.88212
191,1.16,0.89686
192,1.16,0.90261
193,1.16,0.9058200000000001
194,1.16,0.90454
195,1.16,0.90263
196,1.16,0.9057200000000001
197,1.16,0.9042899999999999
198,1.16,0.9044500000000001
199,1.16,0.9063300000000001
200,1.16,0.90698
201,1.16,0.90338
202,1.16,0.90751
203,1.16,0.90473
204,1.16,0.90604
205,1.16,0.88875
206,1.16,0.8808400000000001
207,1.16,0.8799199999999999
208,1.16,0.8784
209,1.16,0.8782300000000001
210,1.16,0.87997
211,1.16,0.88244
212,1.16,0.88348
213,1.16,0.8571599999999999
214,1.16,0.8821599999999999
215,1.16,0.88161
216,1.16,0.88758
217,1.16,0.88861
218,1.16,0.89002
219,1.16,0.8933300000000001
220,1.16,0.89595
221,1.16,0.89791
222,1.16,0.88824
223,1.16,0.90539
224,1.16,0.90658
225,1.16,0.9084
226,1.16,0.90963
227,1.16,0.91641
228,1.16,0.92165
229,1.16,0.92028
230,1.16,0.90561
231,1.16,0.89028
232,1.16,0.9010900000000001
233,1.16,0.9182899999999999
234,1.16,0.91846
235,1.16,0.92712
236,1.16,0.93163
237,1.16,0.9328200000000001
238,1.16,0.9307300000000001
239,1.16,0.9321900000000001
240,1.16,0.91211
241,1.16,0.9561900000000001
242,1.16,0.9602200000000001
243,1.16,0.9609
244,1.16,0.96061
245,1.16,0.9613400000000001
246,1.16,0.96088
247,1.16,0.96074
248,1.16,0.9607
249,1.16,0.96038
250,1.16,0.96108
251,1.16,0.96058
252,1.16,0.96161
253,1.16,0.96036
254,1.16,0.9606
255,1.16,0.96048
256,1.16,0.96216
257,1.16,0.9639800000000001
258,1.16,0.95959
259,1.16,0.9537599999999999
260,1.16,0.91122
261,1.16,0.89342
262,1.16,0.8682300000000001
263,1.16,0.84709
264,1.16,0.8339099999999999
265,1.16,0.81848
266,1.16,0.80055
267,1.16,0.80002
268,1.16,0.8087300000000001
269,1.16,0.9561900000000001
270,1.16,0.96453
271,1.16,0.9657
272,1.16,0.96548
273,1.16,0.96505
274,1.16,0.96465
275,1.16,0.96509
276,1.16,0.96593
277,1.16,0.96558
278,1.16,0.9659
279,1.16,0.96662
280,1.16,0.96741
281,1.16,0.96849
282,1.16,0.96723
283,1.16,0.96773
284,1.16,0.96812
285,1.16,0.96833
286,1.16,0.9683099999999999
