FrameID,Uncompressed,Compressed
287,1.16,0.9679099999999999
288,1.16,0.9695900000000001
289,1.16,0.96897
290,1.16,0.9679500000000001
291,1.16,0.96797
292,1.16,0.96987
293,1.16,0.97
294,1.16,0.9705499999999999
295,1.16,0.96876
296,1.16,0.96974
297,1.16,0.97003
298,1.16,0.97027
299,1.16,0.97141
300,1.16,0.9726
301,1.16,0.97064
302,1.16,0.9720599999999999
303,1.16,0.97203
304,1.16,0.97174
305,1.16,0.9713099999999999
306,1.16,0.9725499999999999
307,1.16,0.97324
308,1.16,0.97346
309,1.16,0.97302
310,1.16,0.97403
311,1.16,0.97527
312,1.16,0.97415
313,1.16,0.97445
314,1.16,0.9729500000000001
315,1.16,0.97285
316,1.16,0.9754400000000001
317,1.16,0.97341
318,1.16,0.97341
319,1.16,0.97419
320,1.16,0.9734299999999999
321,1.16,0.9739
322,1.16,0.97441
323,1.16,0.9744400000000001
324,1.16,0.9753200000000001
325,1.16,0.97502
326,1.16,0.9779800000000001
327,1.16,0.97917
328,1.16,0.9785499999999999
329,1.16,0.9784400000000001
330,1.16,0.97822
331,1.16,0.9787
332,1.16,0.9788600000000001
333,1.16,0.9783099999999999
334,1.16,0.97929
335,1.16,0.9803200000000001
336,1.16,0.97834
337,1.16,0.97949
338,1.16,0.97914
339,1.16,0.9788
340,1.16,0.9781
341,1.16,0.97709
342,1.16,0.97807
343,1.16,0.97868
344,1.16,0.9777899999999999
345,1.16,0.98038
346,1.16,0.9797
347,1.16,0.97888
348,1.16,0.9789500000000001
349,1.16,0.9795499999999999
350,1.16,0.98021
351,1.16,0.98013
352,1.16,0.97936
353,1.16,0.98102
354,1.16,0.98
355,1.16,0.9799800000000001
356,1.16,0.98027
357,1.16,0.98073
358,1.16,0.98078
359,1.16,0.9815900000000001
360,1.16,0.9806900000000001
361,1.16,0.98139
362,1.16,0.98252
363,1.16,0.98162
364,1.16,0.9815499999999999
365,1.16,0.98196
366,1.16,0.9810399999999999
367,1.16,0.98233
368,1.16,0.98215
369,1.16,0.9823
370,1.16,0.9837400000000001
371,1.16,0.9838600000000001
372,1.16,0.9827100000000001
373,1.16,0.9835499999999999
374,1.16,0.9831599999999999
375,1.16,0.9818300000000001
376,1.16,0.98376
377,1.16,0.98219
378,1.16,0.98291
379,1.16,0.98264
380,1.16,0.98026
381,1.16,0.9819199999999999
382,1.16,0.9819500000000001
383,1.16,0.9807
384,1.16,0.98165
385,1.16,0.98149
386,1.16,0.9830800000000001
387,1.16,0.9846699999999999
388,1.16,0.98454
389,1.16,0.98615
390,1.16,0.9862000000000001
391,1.16,0.98561
392,1.16,0.98534
393,1.16,0.98546
394,1.16,0.98639
395,1.16,0.98656
396,1.16,0.98412
397,1.16,0.98427
398,1.16,0.98491
399,1.16,0.9855900000000001
400,1.16,0.9848
401,1.16,0.9853
402,1.16,0.985
403,1.16,0.9862000000000001
404,1.16,0.98748
405,1.16,0.9855
406,1.16,0.98691
407,1.16,0.98854
408,1.16,0.98777
409,1.16,0.9867100000000001
410,1.16,0.98651
411,1.16,0.98605
412,1.16,0.98612
413,1.16,0.98399
414,1.16,0.9838600000000001
415,1.16,0.98468
416,1.16,0.9841
417,1.16,0.9851599999999999
418,1.16,0.9852000000000001
419,1.16,0.98627
420,1.16,0.98845
421,1.16,0.98784
422,1.16,0.98809
423,1.16,0.98845
424,1.16,0.9871
425,1.16,0.98599
426,1.16,0.98595
427,1.16,0.9856
428,1.16,0.9850399999999999
429,1.16,0.98561
430,1.16,0.9851599999999999
431,1.16,0.9870099999999999
432,1.16,0.98854
433,1.16,0.98712
434,1.16,0.9874299999999999
435,1.16,0.9865
436,1.16,0.98727
437,1.16,0.98575
438,1.16,0.98376
439,1.16,0.98491
440,1.16,0.98573
441,1.16,0.98505
442,1.16,0.9854700000000001
443,1.16,0.98653
444,1.16,0.98827
445,1.16,0.9881
446,1.16,0.98953
447,1.16,0.98673
448,1.16,0.9863
449,1.16,0.98581
450,1.16,0.98513
451,1.16,0.98524
452,1.16,0.9853
453,1.16,0.9828300000000001
454,1.16,0.98484
455,1.16,0.98603
456,1.16,0.98573
457,1.16,0.9843999999999999
458,1.16,0.98291
459,1.16,0.9830800000000001
460,1.16,0.98391
461,1.16,0.98373
462,1.16,0.98205
463,1.16,0.98381
464,1.16,0.98087
465,1.16,0.9819199999999999
466,1.16,0.98254
467,1.16,0.98445
468,1.16,0.98366
469,1.16,0.9832000000000001
470,1.16,0.98291
471,1.16,0.9827899999999999
472,1.16,0.98273
473,1.16,0.98075
474,1.16,0.98209
475,1.16,0.97953
476,1.16,0.9796699999999999
477,1.16,0.97985
478,1.16,0.97976
479,1.16,0.98012
480,1.16,0.9800800000000001
481,1.16,0.97914
482,1.16,0.97978
483,1.16,0.97853
484,1.16,0.9783
485,1.16,0.9797100000000001
486,1.16,0.97757
487,1.16,0.97866
488,1.16,0.9787899999999999
489,1.16,0.98027
490,1.16,0.97948
491,1.16,0.97952
492,1.16,0.9789500000000001
493,1.16,0.9803999999999999
494,1.16,0.97966
495,1.16,0.9811799999999999
496,1.16,0.98088
497,1.16,0.98041
498,1.16,0.98212
499,1.16,0.98138
500,1.16,0.98268
501,1.16,0.9817899999999999
502,1.16,0.9805900000000001
503,1.16,0.98027
504,1.16,0.98091
505,1.16,0.97978
506,1.16,0.9798600000000001
507,1.16,0.97935
508,1.16,0.98048
509,1.16,0.98177
510,1.16,0.98038
511,1.16,0.98213
512,1.16,0.9825
513,1.16,0.98125
514,1.16,0.98017
515,1.16,0.98223
516,1.16,0.98012
517,1.16,0.98013
518,1.16,0.9817899999999999
519,1.16,0.97884
520,1.16,0.98184
521,1.16,0.9815499999999999
522,1.16,0.98019
523,1.16,0.98088
524,1.16,0.97964
525,1.16,0.9799
526,1.16,0.9809
527,1.16,0.97925
528,1.16,0.98048
529,1.16,0.97825
530,1.16,0.9792799999999999
531,1.16,0.98098
532,1.16,0.9809500000000001
533,1.16,0.98012
534,1.16,0.9817400000000001
535,1.16,0.98227
536,1.16,0.98093
537,1.16,0.98156
538,1.16,0.98054
539,1.16,0.97934
540,1.16,0.97889
541,1.16,0.9800800000000001
542,1.16,0.98027
543,1.16,0.9803999999999999
544,1.16,0.97727
545,1.16,0.977
546,1.16,0.97727
547,1.16,0.97824
548,1.16,0.9785499999999999
549,1.16,0.97784
550,1.16,0.9771599999999999
551,1.16,0.9763099999999999
552,1.16,0.9775900000000001
553,1.16,0.97994
554,1.16,0.9799800000000001
555,1.16,0.9789800000000001
556,1.16,0.9790599999999999
557,1.16,0.9794400000000001
558,1.16,0.97636
559,1.16,0.9782000000000001
560,1.16,0.97982
561,1.16,0.97339
562,1.16,0.97968
563,1.16,0.98025
564,1.16,0.98051
565,1.16,0.9794400000000001
566,1.16,0.98023
567,1.16,0.97822
568,1.16,0.9795499999999999
569,1.16,0.98007
570,1.16,0.97617
571,1.16,0.9775499999999999
572,1.16,0.98012
573,1.16,0.97952
574,1.16,0.98011
575,1.16,0.98109
576,1.16,0.98003
577,1.16,0.97902
578,1.16,0.9797
579,1.16,0.9783200000000001
580,1.16,0.9771799999999999
581,1.16,0.97809
582,1.16,0.97693
583,1.16,0.97666
584,1.16,0.9780599999999999
585,1.16,0.9784400000000001
586,1.16,0.9784299999999999
587,1.16,0.9773999999999999
588,1.16,0.97648
589,1.16,0.97241
590,1.16,0.9747100000000001
591,1.16,0.97533
592,1.16,0.97785
593,1.16,0.97551
594,1.16,0.9755
595,1.16,0.9757
596,1.16,0.9746699999999999
597,1.16,0.97499
598,1.16,0.97603
599,1.16,0.9748300000000001
600,1.16,0.97549
601,1.16,0.97276
602,1.16,0.97129
603,1.16,0.97222
604,1.16,0.97162
605,1.16,0.97317
606,1.16,0.97353
607,1.16,0.97323
608,1.16,0.9724299999999999
609,1.16,0.9731000000000001
610,1.16,0.9718
611,1.16,0.9715499999999999
612,1.16,0.97238
613,1.16,0.97302
614,1.16,0.97302
615,1.16,0.9729500000000001
616,1.16,0.97266
617,1.16,0.9714400000000001
618,1.16,0.97403
619,1.16,0.97493
620,1.16,0.9734400000000001
621,1.16,0.97139
622,1.16,0.97142
